user_id,recency_days,sessions_7d,watch_minutes_7d,avg_watch_ratio_7d,avg_completion_rate_7d,sessions_14d,watch_minutes_14d,avg_watch_ratio_14d,avg_completion_rate_14d,sessions_30d,watch_minutes_30d,avg_watch_ratio_30d,avg_completion_rate_30d,dow_entropy_30d,weekend_share_30d,gap_mean_days_30d,gap_std_days_30d,genre_share_Action,genre_share_Adventure,genre_share_Animation,genre_share_Biography,genre_share_Comedy,genre_share_Fantasy,genre_share_History,genre_share_Sci-Fi,genre_share_War,genre_share_Western,genre_share_other,device_share_Desktop,device_share_Laptop,device_share_Mobile,device_share_Smart TV,device_share_Tablet,device_share_sum_top,sessions_in_horizon,churn,horizon_days,cutoff_date,feature_window_days
user_03687,8,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.684,1,0.0,0.0,0.684,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1,14,2025-12-17,30
user_08332,25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,38.4,1.0666666666666669,0.118,-0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1,14,2025-12-17,30
user_07380,22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,28.0,0.2666666666666666,0.045,-0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1,14,2025-12-17,30
user_09756,24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,90.9,1.0821428571428573,0.705,-0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0,14,2025-12-17,30
user_00712,20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,39.4,0.4426966292134831,0.52,-0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1,14,2025-12-17,30
user_09669,12,0.0,0.0,0.0,0.0,1.0,74.6,1.819512195121951,0.158,1,74.6,1.819512195121951,0.158,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1,14,2025-12-17,30
user_06278,0,1.0,20.7,0.3136363636363636,0.6829999999999999,1.0,20.7,0.3136363636363636,0.6829999999999999,1,20.7,0.3136363636363636,0.6829999999999999,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,2.0,0,14,2025-12-17,30
user_08925,5,1.0,15.2,1.2666666666666666,0.861,2.0,27.4,1.1025641025641024,0.5335,3,79.60000000000001,1.0901447758590617,0.5876666666666667,0.6365141682948128,0.3333333333333333,9.5,2.5,0.0,0.0,0.0,0.0,0.0,0.0,0.3333333333333333,0.0,0.3333333333333333,0.0,0.33333333333333337,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1,14,2025-12-17,30
user_02325,6,1.0,50.1,0.5445652173913044,0.466,1.0,50.1,0.5445652173913044,0.466,1,50.1,0.5445652173913044,0.466,-0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1,14,2025-12-17,30
user_07171,19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,65.8,0.6714285714285714,0.126,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1,14,2025-12-17,30
user_04212,11,0.0,0.0,0.0,0.0,1.0,69.4,2.103030303030303,0.351,1,69.4,2.103030303030303,0.351,-0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1,14,2025-12-17,30
user_06496,11,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.359,2,40.1,0.3369747899159664,0.629,0.6931471805599453,0.5,16.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1,14,2025-12-17,30
user_04910,12,0.0,0.0,0.0,0.0,2.0,67.6,0.4598639455782312,0.5305,2,67.6,0.4598639455782312,0.5305,-0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.5,1.0,0.0,1,14,2025-12-17,30
user_09363,22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,51.1,0.4330508474576271,0.665,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1,14,2025-12-17,30
user_08312,19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,20.1,0.1405594405594405,0.375,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1,14,2025-12-17,30
user_04063,16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,86.1,1.4844827586206897,0.58,0.6931471805599453,0.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.5,0.0,0.5,0.0,0.5,0.0,1.0,1.0,0,14,2025-12-17,30
user_02876,1,1.0,84.8,0.6784,0.685,2.0,214.8,1.5892,0.7785,2,214.8,1.5892,0.7785,0.6931471805599453,0.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.5,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1,14,2025-12-17,30
user_04608,8,0.0,0.0,0.0,0.0,1.0,87.7,0.0,0.503,2,144.2,2.973684210526316,0.45299999999999996,0.6931471805599453,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.5,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1,14,2025-12-17,30
user_01447,9,0.0,0.0,0.0,0.0,1.0,57.6,0.0,0.627,1,57.6,0.0,0.627,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1,14,2025-12-17,30
user_09464,1,1.0,11.5,0.085820895522388,0.191,1.0,11.5,0.085820895522388,0.191,1,11.5,0.085820895522388,0.191,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1,14,2025-12-17,30
user_07549,23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,77.6,0.8919540229885057,0.012,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0,14,2025-12-17,30
user_05394,14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0.0,0.0,0.16,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0,14,2025-12-17,30
user_00474,10,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.991,1,0.0,0.0,0.991,-0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1,14,2025-12-17,30
user_06488,22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,115.3,0.2200381679389313,0.231,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1,14,2025-12-17,30
user_01953,3,2.0,68.3,0.30330228225430833,0.297,2.0,68.3,0.30330228225430833,0.297,2,68.3,0.30330228225430833,0.297,-0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.5,0.5,0.5,0.0,0.0,0.0,1.0,0.0,1,14,2025-12-17,30
user_06506,0,1.0,130.8,1.08099173553719,0.0,1.0,130.8,1.08099173553719,0.0,2,286.5,1.1838842975206612,0.6759999999999999,-0.0,0.0,28.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.5,0.0,0.5,1.0,1.0,0,14,2025-12-17,30
user_00918,23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,43.1,0.4634408602150537,0.602,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1,14,2025-12-17,30
user_05450,5,1.0,42.0,0.3652173913043478,0.017,1.0,42.0,0.3652173913043478,0.017,1,42.0,0.3652173913043478,0.017,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1,14,2025-12-17,30
user_00789,9,0.0,0.0,0.0,0.0,1.0,19.7,0.1894230769230769,0.845,1,19.7,0.1894230769230769,0.845,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1,14,2025-12-17,30
user_00489,14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,156.0,0.1744444444444444,0.309,0.6931471805599453,0.5,4.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.5,0.0,0.0,1.0,0.0,1,14,2025-12-17,30
user_00618,7,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.006,1,0.0,0.0,0.006,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0,14,2025-12-17,30
user_02429,9,0.0,0.0,0.0,0.0,2.0,127.6,0.9951764705882351,0.123,2,127.6,0.9951764705882351,0.123,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.5,0.0,0.5,0.0,1.0,1.0,0,14,2025-12-17,30
user_00451,28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,51.0,1.275,0.736,-0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0,14,2025-12-17,30
user_00168,7,0.0,0.0,0.0,0.0,1.0,52.5,0.330188679245283,0.044,1,52.5,0.330188679245283,0.044,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1,14,2025-12-17,30
user_09326,14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,23.9,0.234313725490196,0.8340000000000001,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1,14,2025-12-17,30
user_01317,10,0.0,0.0,0.0,0.0,1.0,30.0,0.5172413793103449,0.0,2,33.0,0.27626774847870184,0.578,0.6931471805599453,0.5,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.5,0.0,0.0,0.0,0.5,0.5,1.0,0.0,1,14,2025-12-17,30
user_05294,5,1.0,30.7,0.713953488372093,0.0,2.0,56.0,0.6319767441860465,0.775,2,56.0,0.6319767441860465,0.775,0.6931471805599453,0.0,2.0,0.0,0.5,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1,14,2025-12-17,30
user_06740,22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,17.2,0.1365079365079365,0.963,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0,14,2025-12-17,30
user_00569,11,0.0,0.0,0.0,0.0,1.0,19.0,0.0,0.0,2,91.6,1.5782608695652172,0.432,0.6931471805599453,0.5,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.5,0.5,0.0,0.0,1.0,0.0,1,14,2025-12-17,30
user_07133,17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,42.0,0.3684210526315789,0.662,-0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0,14,2025-12-17,30
user_02610,13,0.0,0.0,0.0,0.0,1.0,15.4,0.1222222222222222,0.21,1,15.4,0.1222222222222222,0.21,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1,14,2025-12-17,30
user_02456,13,0.0,0.0,0.0,0.0,1.0,1.8,0.0333333333333333,0.53,2,20.7,0.1278431372549019,0.26849999999999996,0.6931471805599453,0.0,6.0,0.0,0.0,0.5,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.5,0.0,0.0,0.0,1.0,0.0,1,14,2025-12-17,30
user_01016,18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,23.9,0.4267857142857142,0.698,-0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1,14,2025-12-17,30
user_06938,1,1.0,100.6,0.0,0.897,1.0,100.6,0.0,0.897,3,245.1,1.238434048083171,0.57,1.0986122886681096,0.0,13.5,11.5,0.3333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.3333333333333333,0.0,0.0,0.33333333333333337,0.0,0.3333333333333333,0.0,0.6666666666666666,0.0,1.0,0.0,1,14,2025-12-17,30
user_06036,5,1.0,26.6,0.2923076923076923,0.586,2.0,45.900000000000006,0.23719158200290275,0.5369999999999999,2,45.900000000000006,0.23719158200290275,0.5369999999999999,0.6931471805599453,0.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.5,0.5,0.0,0.5,0.0,0.0,1.0,0.0,1,14,2025-12-17,30
user_09594,17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,82.5,0.9388815789473685,0.867,0.6931471805599453,0.5,5.0,0.0,0.0,0.5,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1,14,2025-12-17,30
user_06587,1,1.0,13.1,0.2471698113207547,0.5920000000000001,1.0,13.1,0.2471698113207547,0.5920000000000001,1,13.1,0.2471698113207547,0.5920000000000001,-0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1,14,2025-12-17,30
user_06453,0,1.0,31.8,0.2741379310344827,0.938,1.0,31.8,0.2741379310344827,0.938,1,31.8,0.2741379310344827,0.938,-0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1,14,2025-12-17,30
user_08513,17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,44.5,0.7946428571428571,0.496,-0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1,14,2025-12-17,30
user_07775,1,1.0,6.8,0.0447368421052631,0.065,1.0,6.8,0.0447368421052631,0.065,2,49.0,0.20426497277676947,0.29000000000000004,0.6931471805599453,0.0,22.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.5,0.5,0.0,0.0,0.0,1.0,1.0,0,14,2025-12-17,30
user_07966,6,1.0,31.4,0.2512,0.366,1.0,31.4,0.2512,0.366,1,31.4,0.2512,0.366,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1,14,2025-12-17,30
user_07139,5,1.0,72.2,0.6278260869565218,0.2289999999999999,1.0,72.2,0.6278260869565218,0.2289999999999999,1,72.2,0.6278260869565218,0.2289999999999999,-0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1,14,2025-12-17,30
user_03495,13,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.2339999999999999,1,0.0,0.0,0.2339999999999999,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1,14,2025-12-17,30
user_05590,11,0.0,0.0,0.0,0.0,1.0,47.4,1.0304347826086957,0.5329999999999999,1,47.4,1.0304347826086957,0.5329999999999999,-0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1,14,2025-12-17,30
user_08705,13,0.0,0.0,0.0,0.0,1.0,79.8,1.209090909090909,0.471,1,79.8,1.209090909090909,0.471,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1,14,2025-12-17,30
user_07750,27,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,10.0,0.029940119760479,0.887,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1,14,2025-12-17,30
user_02025,8,0.0,0.0,0.0,0.0,2.0,55.900000000000006,0.4179673849737915,0.38699999999999996,2,55.900000000000006,0.4179673849737915,0.38699999999999996,0.6931471805599453,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.5,0.0,0.0,0.0,0.5,0.5,1.0,0.0,1,14,2025-12-17,30
user_06894,7,0.0,0.0,0.0,0.0,1.0,70.5,1.4387755102040816,0.0279999999999999,1,70.5,1.4387755102040816,0.0279999999999999,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1,14,2025-12-17,30
user_07721,5,1.0,57.2,0.6891566265060242,0.237,1.0,57.2,0.6891566265060242,0.237,1,57.2,0.6891566265060242,0.237,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1,14,2025-12-17,30
user_09867,29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,50.0,1.0638297872340423,0.211,-0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1,14,2025-12-17,30
user_04261,14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,148.2,0.7403943278943279,0.213,0.6931471805599453,0.5,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.5,0.5,0.5,0.0,0.0,0.0,1.0,0.0,1,14,2025-12-17,30
user_05546,23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,18.8,0.0538681948424068,0.901,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1,14,2025-12-17,30
user_03884,4,3.0,205.3,1.1809471203417292,0.37566666666666665,3.0,205.3,1.1809471203417292,0.37566666666666665,3,205.3,1.1809471203417292,0.37566666666666665,0.6365141682948128,0.3333333333333333,1.0,0.0,0.0,0.0,0.0,0.0,0.3333333333333333,0.0,0.0,0.0,0.0,0.0,0.6666666666666667,0.6666666666666666,0.0,0.0,0.0,0.3333333333333333,1.0,0.0,1,14,2025-12-17,30
user_01821,27,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,35.4,0.3806451612903225,0.547,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,3.0,0,14,2025-12-17,30
user_04977,6,1.0,0.0,0.0,0.4029999999999999,1.0,0.0,0.0,0.4029999999999999,2,46.4,0.4034782608695652,0.32599999999999996,0.6931471805599453,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.5,0.5,0.0,0.0,0.0,1.0,0.0,1,14,2025-12-17,30
user_03607,29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0.0,0.0,0.209,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0,14,2025-12-17,30
user_05959,27,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,117.9,1.203061224489796,0.0,-0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1,14,2025-12-17,30
user_06203,1,1.0,60.7,0.5726415094339623,0.037,1.0,60.7,0.5726415094339623,0.037,1,60.7,0.5726415094339623,0.037,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1,14,2025-12-17,30
user_09021,15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,32.9,0.0620754716981132,0.972,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1,14,2025-12-17,30
user_03528,8,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.5485,2,0.0,0.0,0.5485,0.6931471805599453,0.5,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.5,0.5,0.0,0.0,0.5,0.0,1.0,2.0,0,14,2025-12-17,30
user_01544,4,2.0,33.3,0.22612745098039214,0.3135,2.0,33.3,0.22612745098039214,0.3135,2,33.3,0.22612745098039214,0.3135,0.6931471805599453,0.5,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.5,0.0,0.5,0.0,1.0,1.0,0,14,2025-12-17,30
user_09247,2,1.0,33.1,0.6365384615384616,0.009,1.0,33.1,0.6365384615384616,0.009,1,33.1,0.6365384615384616,0.009,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1,14,2025-12-17,30
user_08219,7,0.0,0.0,0.0,0.0,1.0,26.9,0.3635135135135135,0.0,1,26.9,0.3635135135135135,0.0,-0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1,14,2025-12-17,30
user_07787,24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,85.7,1.1276315789473683,0.5589999999999999,-0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1,14,2025-12-17,30
user_02963,3,1.0,26.1,0.2462264150943396,0.8390000000000001,1.0,26.1,0.2462264150943396,0.8390000000000001,2,198.9,1.052145465611686,0.904,0.6931471805599453,0.5,13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.5,0.0,0.5,0.0,0.5,0.0,1.0,0.0,1,14,2025-12-17,30
user_06229,8,0.0,0.0,0.0,0.0,1.0,75.4,0.5236111111111111,0.843,2,129.10000000000002,0.544437134502924,0.7775000000000001,-0.0,0.0,21.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.5,1.0,0.0,1,14,2025-12-17,30
user_00127,0,1.0,81.6,1.431578947368421,0.68,1.0,81.6,1.431578947368421,0.68,1,81.6,1.431578947368421,0.68,-0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1,14,2025-12-17,30
user_01421,2,1.0,25.1,0.2345794392523364,0.0,1.0,25.1,0.2345794392523364,0.0,1,25.1,0.2345794392523364,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1,14,2025-12-17,30
user_05413,14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,50.6,0.4558558558558558,0.524,-0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1,14,2025-12-17,30
user_02161,21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,153.8,0.4871388725778039,0.9105,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.5,0.0,0.5,0.5,0.0,0.0,1.0,1.0,0,14,2025-12-17,30
user_01643,18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,38.5,0.6637931034482759,0.327,-0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1,14,2025-12-17,30
